ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
60,Belarusian,,,,bela1254,2024,wikipedia2024officiallang,features,feature,map_1
61,Russian,,,,russ1263,2024,wikipedia2024officiallang,features,feature,map_1
62,Afrikaans,,,,afri1274,2024,wikipedia2024officiallang,features,feature,map_1
63,Southern Ndebele,,,,sout2808,2024,wikipedia2024officiallang,features,feature,map_1
64,Sotho,,,,sout2807,2024,wikipedia2024officiallang,features,feature,map_1
65,Northern Sotho,,,,nort3233,2024,wikipedia2024officiallang,features,feature,map_1
66,Swazi,,,,swat1243,2024,wikipedia2024officiallang,features,feature,map_1
67,Tsonga,,,,tson1249,2024,wikipedia2024officiallang,features,feature,map_1
68,Tswana,,,,tswa1253,2024,wikipedia2024officiallang,features,feature,map_1
69,Venda,,,,vend1245,2024,wikipedia2024officiallang,features,feature,map_1
70,Xhosa,,,,xhos1239,2024,wikipedia2024officiallang,features,feature,map_1
71,Zulu,,,,zulu1248,2024,wikipedia2024officiallang,features,feature,map_1
72,Uzbek,,,,uzbe1247,2024,wikipedia2024officiallang,features,feature,map_1
73,Kazakh,,,,kaza1248,2024,wikipedia2024officiallang,features,feature,map_1
74,Tajik,,,,taji1245,2024,wikipedia2024officiallang,features,feature,map_1
75,Lithuanian,,,,lith1251,2024,wikipedia2024officiallang,features,feature,map_1
76,Portuguese,,,,port1283,2024,wikipedia2024officiallang,features,feature,map_1
77,Mongolian,,,,mong1331,2024,wikipedia2024officiallang,features,feature,map_1
78,Czech,,,,czec1258,2024,wikipedia2024officiallang,features,feature,map_1
79,Slovak,,,,slov1269,2024,wikipedia2024officiallang,features,feature,map_1
80,German,,,,stan1295,2024,wikipedia2024officiallang,features,feature,map_1
81,Estonian,,,,esto1258,2024,wikipedia2024officiallang,features,feature,map_1
82,Latvian,,,,latv1249,2024,wikipedia2024officiallang,features,feature,map_1
83,Norwegian,,,,norw1258,2024,wikipedia2024officiallang,features,feature,map_1
84,Sami languages,,,,saam1281,2024,wikipedia2024officiallang,features,feature,map_1
85,Swedish,,,,swed1254,2024,wikipedia2024officiallang,features,feature,map_1
86,Finnish,,,,finn1318,2024,wikipedia2024officiallang,features,feature,map_1
87,Vietnamese,,,,viet1252,2024,wikipedia2024officiallang,features,feature,map_1
88,Khmer,,,,cent1989,2024,wikipedia2024officiallang,features,feature,map_1
89,Luxembourgish,,,,luxe1241,2024,wikipedia2024officiallang,features,feature,map_1
90,Georgian,,,,nucl1302,2024,wikipedia2024officiallang,features,feature,map_1
91,Macedonian,,,,mace1250,2024,wikipedia2024officiallang,features,feature,map_1
92,Albanian,,,,alba1267,2024,wikipedia2024officiallang,features,feature,map_1
93,Azerbaijani,,,,azer1255,2024,wikipedia2024officiallang,features,feature,map_1
94,Serbian,,,,serb1264,2024,wikipedia2024officiallang,features,feature,map_1
95,Lao,,,,laoo1244,2024,wikipedia2024officiallang,features,feature,map_1
96,Kyrgyz,,,,kirg1245,2024,wikipedia2024officiallang,features,feature,map_1
97,Armenian,,,,nucl1235,2024,wikipedia2024officiallang,features,feature,map_1
98,Danish,,,,dani1285,2024,wikipedia2024officiallang,features,feature,map_1
99,Romanian,,,,roma1327,2024,wikipedia2024officiallang,features,feature,map_1
100,Hungarian,,,,hung1274,2024,wikipedia2024officiallang,features,feature,map_1
101,Polish,,,,poli1260,2024,wikipedia2024officiallang,features,feature,map_1
102,Irish,,,,iris1253,2024,wikipedia2024officiallang,features,feature,map_1
103,Sango,,,,sang1328,2024,wikipedia2024officiallang,features,feature,map_1
104,Kurdish,,,,kurd1259,2024,wikipedia2024officiallang,features,feature,map_1
105,Italian,,,,ital1282,2024,wikipedia2024officiallang,features,feature,map_1
106,Romansh,,,,roma1326,2024,wikipedia2024officiallang,features,feature,map_1
107,Persian,,,,west2369,2024,wikipedia2024officiallang,features,feature,map_1
108,Bambara,,,,bamb1269,2024,wikipedia2024officiallang,features,feature,map_1
109,Bobo,,,,bobo1253,2024,wikipedia2024officiallang,features,feature,map_1
110,Bozo,,,,bozo1252,2024,wikipedia2024officiallang,features,feature,map_1
111,Dogon,,,,bang1363,2024,wikipedia2024officiallang,features,feature,map_1
112,Fula,,,,fula1264,2024,wikipedia2024officiallang,features,feature,map_1
113,Hassaniya,,,,hass1238,2024,wikipedia2024officiallang,features,feature,map_1
114,Kassonke,,,,xaas1235,2024,wikipedia2024officiallang,features,feature,map_1
115,Maninke,,,,mane1267,2024,wikipedia2024officiallang,features,feature,map_1
116,Minyanka,,,,mama1271,2024,wikipedia2024officiallang,features,feature,map_1
117,Senufo,,,,senu1239,2024,wikipedia2024officiallang,features,feature,map_1
118,Songhay languages,,,,song1307,2024,wikipedia2024officiallang,features,feature,map_1
119,Soninke,,,,soni1259,2024,wikipedia2024officiallang,features,feature,map_1
120,Tamasheq,,,,tama1365,2024,wikipedia2024officiallang,features,feature,map_1
121,Croatian,,,,croa1245,2024,wikipedia2024officiallang,features,feature,map_1
122,Slovene,,,,slov1268,2024,wikipedia2024officiallang,features,feature,map_1
123,Chewa,,,,chew1246,2024,wikipedia2024officiallang,features,feature,map_1
124,Chibarwe,,,,barw1243,2024,wikipedia2024officiallang,features,feature,map_1
125,Kalanga,,,,kala1384,2024,wikipedia2024officiallang,features,feature,map_1
126,Khoisan,,,,tsoa1238,2024,wikipedia2024officiallang,features,feature,map_1
127,Nambya,,,,namb1291,2024,wikipedia2024officiallang,features,feature,map_1
128,Ndau,,,,ndau1241,2024,wikipedia2024officiallang,features,feature,map_1
129,Ndebele,,,,sout2808,2024,wikipedia2024officiallang,features,feature,map_1
130,Shangani,,,,tson1249,2024,wikipedia2024officiallang,features,feature,map_1
131,Shona,,,,shon1251,2024,wikipedia2024officiallang,features,feature,map_1
132,Tonga,,,,tong1318,2024,wikipedia2024officiallang,features,feature,map_1
133,Urdu,,,,urdu1245,2024,wikipedia2024officiallang,features,feature,map_1
134,Bulgarian,,,,bulg1262,2024,wikipedia2024officiallang,features,feature,map_1
135,Central Thai,,,,thai1261,2024,wikipedia2024officiallang,features,feature,map_1
136,Haitian Creole,,,,hait1244,2024,wikipedia2024officiallang,features,feature,map_1
137,Standard Arabic,,,,stan1318,2024,wikipedia2024officiallang,features,feature,map_1
138,Tetum,,,,tetu1245,2024,wikipedia2024officiallang,features,feature,map_1
139,Kirundi,,,,rund1242,2024,wikipedia2024officiallang,features,feature,map_1
140,Kinyarwanda,,,,kiny1244,2024,wikipedia2024officiallang,features,feature,map_1
141,Burmese,,,,nucl1310,2024,wikipedia2024officiallang,features,feature,map_1
142,Bengali,,,,beng1280,2024,wikipedia2024officiallang,features,feature,map_1
143,Catalan,,,,stan1289,2024,wikipedia2024officiallang,features,feature,map_1
144,Persian (Dari),,,,dari1249,2024,wikipedia2024officiallang,features,feature,map_1
145,Pashto,,,,pash1269,2024,wikipedia2024officiallang,features,feature,map_1
146,Montenegrin,,,,mont1282,2024,wikipedia2024officiallang,features,feature,map_1
147,Bosnian,,,,bosn1245,2024,wikipedia2024officiallang,features,feature,map_1
148,Turkmen,,,,turk1304,2024,wikipedia2024officiallang,features,feature,map_1
149,Nepali,,,,nepa1254,2024,wikipedia2024officiallang,features,feature,map_1
150,Mooré,,,,moss1236,2024,wikipedia2024officiallang,features,feature,map_1
151,Bissa,,,,biss1248,2024,wikipedia2024officiallang,features,feature,map_1
152,Dyula,,,,dyul1238,2024,wikipedia2024officiallang,features,feature,map_1
153,Hiri Motu,,,,hiri1237,2024,wikipedia2024officiallang,features,feature,map_1
154,Tok Pisin,,,,tokp1240,2024,wikipedia2024officiallang,features,feature,map_1
155,Latin,,,,lati1261,2024,wikipedia2024officiallang,features,feature,map_1
156,Fijian,,,,fiji1243,2024,wikipedia2024officiallang,features,feature,map_1
157,Fiji Hindi,,,,fiji1242,2024,wikipedia2024officiallang,features,feature,map_1
158,Māori language,,,,maor1246,2024,wikipedia2024officiallang,features,feature,map_1
159,Malagasy,,,,mala1537,2024,wikipedia2024officiallang,features,feature,map_1
160,Filipino,,,,fili1244,2024,wikipedia2024officiallang,features,feature,map_1
161,Sinhala,,,,sinh1246,2024,wikipedia2024officiallang,features,feature,map_1
162,Tamil,,,,tami1289,2024,wikipedia2024officiallang,features,feature,map_1
163,Mandarin Chinese,,,,mand1415,2024,wikipedia2024officiallang,features,feature,map_1
164,Japanese,,,,nucl1643,2024,wikipedia2024officiallang,features,feature,map_1
165,Icelandic,,,,icel1247,2024,wikipedia2024officiallang,features,feature,map_1
166,Seychellois Creole,,,,sese1246,2024,wikipedia2024officiallang,features,feature,map_1
167,Gilbertese,,,,gilb1244,2024,wikipedia2024officiallang,features,feature,map_1
168,Marshallese,,,,mars1254,2024,wikipedia2024officiallang,features,feature,map_1
169,Mauritian Creole,,,,mori1278,2024,wikipedia2024officiallang,features,feature,map_1
170,Comorian,,,,como1260,2024,wikipedia2024officiallang,features,feature,map_1
171,Maltese,,,,malt1254,2024,wikipedia2024officiallang,features,feature,map_1
172,Norfuk,,,,pitc1234,2024,wikipedia2024officiallang,features,feature,map_1
173,Cook Islands Māori,,,,raro1241,2024,wikipedia2024officiallang,features,feature,map_1
174,Tongan,,,,tong1325,2024,wikipedia2024officiallang,features,feature,map_1
175,Samoan,,,,samo1305,2024,wikipedia2024officiallang,features,feature,map_1
176,Pidgin,,,,piji1239,2024,wikipedia2024officiallang,features,feature,map_1
177,Tuvaluan,,,,tuva1244,2024,wikipedia2024officiallang,features,feature,map_1
178,Dhivehi,,,,dhiv1236,2024,wikipedia2024officiallang,features,feature,map_1
179,Nauruan,,,,naur1243,2024,wikipedia2024officiallang,features,feature,map_1
180,Bislama,,,,bisl1239,2024,wikipedia2024officiallang,features,feature,map_1
181,Niuean,,,,niue1239,2024,wikipedia2024officiallang,features,feature,map_1
182,Palauan,,,,pala1344,2024,wikipedia2024officiallang,features,feature,map_1
183,Kalaallisut,,,,kala1399,2024,wikipedia2024officiallang,features,feature,map_1
184,Papiamento,,,,papi1253,2024,wikipedia2024officiallang,features,feature,map_1
185,Pitcairn,,,,pitc1234,2024,wikipedia2024officiallang,features,feature,map_1
186,Jèrriais,,,,jerr1238,2024,wikipedia2024officiallang,features,feature,map_1
187,Manx,,,,manx1243,2024,wikipedia2024officiallang,features,feature,map_1
188,Faroese,,,,faro1244,2024,wikipedia2024officiallang,features,feature,map_1
189,Chamorro,,,,cham1312,2024,wikipedia2024officiallang,features,feature,map_1
190,Carolinian,,,,caro1242,2024,wikipedia2024officiallang,features,feature,map_1
